timesteps,actor_param_norm,critic0_param_norm,critic1_param_norm,critic_loss
189000,62.58110200241208,35.93086837977171,35.93086837977171,4.751069354824722e-06
190000,62.68644202128053,35.964790381491184,35.964790381491184,9.668090569903143e-06
191000,62.79018819704652,36.002159886062145,36.002159886062145,2.2121277652331628e-05
192000,62.89635504409671,36.04779025912285,36.04779025912285,3.5855669011652935e-06
193000,62.968948651105165,36.09208230674267,36.09208230674267,4.113017439522082e-06
194000,63.064037427306175,36.12898672372103,36.12898672372103,5.438178050098941e-06
195000,63.15442235022783,36.16668673604727,36.16668673604727,7.806823305145372e-06
196000,63.25128071010113,36.20537972450256,36.20537972450256,3.747400569409365e-06
197000,63.36223489791155,36.24522630125284,36.24522630125284,5.155713552085217e-06
198000,63.47743105888367,36.27893800288439,36.27893800288439,1.9582985260058194e-06
199000,63.569116078317165,36.310218654572964,36.310218654572964,6.35859987596632e-06
200000,63.67934428527951,36.3494853079319,36.3494853079319,1.8386903320788406e-05
